                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                 0.0786,                 0.1071,                0.75443,                0.99944,                 0.9995,                  0.995,                0.99448,                 0.1151,                0.12827,                0.76199,             0.00052806,             0.00052806,             0.00052806
                     56,                0.07721,                0.10554,                0.75573,                0.99946,                0.99947,                  0.995,                 0.9943,                0.12801,                0.12935,                0.76281,             0.00051706,             0.00051706,             0.00051706
                     57,                0.08906,                0.11288,                0.75134,                0.99971,                0.99919,                  0.995,                0.99345,                0.13162,                 0.1344,                0.76332,             0.00050606,             0.00050606,             0.00050606
                     58,                0.08162,                0.10953,                0.75695,                0.99959,                0.99976,                  0.995,                0.99448,                0.12039,                0.12904,                0.76264,             0.00049506,             0.00049506,             0.00049506
                     59,                0.08517,                 0.1084,                0.75894,                 0.9994,                0.99973,                  0.995,                0.99428,                0.11549,                0.12681,                0.76218,             0.00048406,             0.00048406,             0.00048406
                     60,                0.07425,                0.10144,                0.75618,                0.99945,                0.99969,                  0.995,                0.99465,                0.11584,                0.12515,                0.76228,             0.00047306,             0.00047306,             0.00047306
                     61,                 0.0761,                0.10127,                 0.7566,                0.99984,                0.99966,                  0.995,                0.99385,                0.11748,                0.12563,                0.76212,             0.00046206,             0.00046206,             0.00046206
                     62,                0.07079,                0.09933,                0.75503,                 0.9997,                0.99968,                  0.995,                0.99394,                0.11635,                0.12447,                0.76188,             0.00045107,             0.00045107,             0.00045107
                     63,                 0.0717,                0.09858,                0.75552,                0.99961,                0.99944,                  0.995,                0.99456,                0.11386,                0.12445,                0.76139,             0.00044007,             0.00044007,             0.00044007
                     64,                 0.0678,                 0.0972,                0.75776,                0.99971,                0.99968,                  0.995,                0.99442,                0.11449,                0.12375,                0.76184,             0.00042907,             0.00042907,             0.00042907
                     65,                0.07186,                0.10015,                0.75483,                 0.9999,                0.99969,                  0.995,                0.99431,                0.11215,                0.12079,                0.76156,             0.00041807,             0.00041807,             0.00041807
                     66,                0.06388,                0.09528,                0.75401,                0.99972,                 0.9996,                  0.995,                0.99412,                0.11198,                0.12227,                0.76166,             0.00040707,             0.00040707,             0.00040707
                     67,                0.06748,                0.09556,                0.75427,                 0.9998,                0.99968,                  0.995,                 0.9943,                0.10963,                0.11977,                0.76144,             0.00039607,             0.00039607,             0.00039607
                     68,                  0.069,                0.09425,                0.75804,                0.99968,                0.99969,                  0.995,                0.99434,                0.11417,                 0.1195,                0.76158,             0.00038507,             0.00038507,             0.00038507
                     69,                0.07314,                0.09546,                0.75394,                0.99974,                0.99967,                  0.995,                0.99432,                0.11258,                0.11827,                0.76175,             0.00037407,             0.00037407,             0.00037407
                     70,                0.06135,                0.08707,                0.75581,                0.99981,                0.99974,                  0.995,                0.99467,                0.10868,                0.11487,                0.76119,             0.00036307,             0.00036307,             0.00036307
                     71,                0.05716,                0.08443,                0.75375,                0.99937,                0.99978,                  0.995,                0.99462,                0.10872,                0.11758,                0.76102,             0.00035208,             0.00035208,             0.00035208
                     72,                0.05639,                  0.085,                0.75317,                0.99949,                0.99931,                  0.995,                0.99445,                0.10873,                0.11791,                0.76105,             0.00034108,             0.00034108,             0.00034108
                     73,                0.05604,                0.08503,                0.75467,                0.99967,                0.99975,                  0.995,                0.99482,                0.11029,                0.11751,                 0.7614,             0.00033008,             0.00033008,             0.00033008
                     74,                0.05486,                0.08313,                0.75273,                0.99936,                 0.9996,                  0.995,                0.99457,                  0.108,                  0.117,                0.76103,             0.00031908,             0.00031908,             0.00031908
                     75,                0.05288,                0.08105,                0.75751,                0.99927,                0.99972,                  0.995,                0.99454,                0.11054,                0.11822,                0.76126,             0.00030808,             0.00030808,             0.00030808
                     76,                0.05582,                0.08776,                0.75328,                0.99974,                0.99968,                  0.995,                0.99474,                0.10735,                0.11525,                0.76085,             0.00029708,             0.00029708,             0.00029708
                     77,                0.05534,                0.08479,                0.75583,                0.99934,                0.99954,                  0.995,                0.99491,                0.10828,                 0.1186,                0.76113,             0.00028608,             0.00028608,             0.00028608
                     78,                0.05635,                0.08289,                0.75623,                0.99956,                0.99954,                  0.995,                0.99487,                0.10705,                0.11493,                0.76114,             0.00027508,             0.00027508,             0.00027508
                     79,                0.05192,                0.07752,                0.75428,                0.99971,                0.99966,                  0.995,                0.99481,                0.10564,                0.11337,                0.76093,             0.00026408,             0.00026408,             0.00026408
                     80,                0.05052,                0.07801,                0.75575,                0.99961,                0.99969,                  0.995,                0.99493,                0.10405,                0.10961,                0.76065,             0.00025309,             0.00025309,             0.00025309
                     81,                0.04691,                0.07444,                0.75463,                0.99944,                0.99982,                  0.995,                 0.9949,                0.10393,                0.11105,                 0.7606,             0.00024209,             0.00024209,             0.00024209
                     82,                0.04441,                 0.0722,                0.75365,                0.99971,                0.99984,                  0.995,                0.99485,                0.10407,                0.11071,                0.76055,             0.00023109,             0.00023109,             0.00023109
                     83,                0.04796,                0.07451,                 0.7535,                0.99969,                0.99978,                  0.995,                0.99485,                0.10613,                  0.111,                0.76066,             0.00022009,             0.00022009,             0.00022009
                     84,                 0.0492,                0.07543,                 0.7517,                0.99946,                0.99944,                  0.995,                0.99481,                0.10547,                0.11115,                0.76061,             0.00020909,             0.00020909,             0.00020909
                     85,                0.04586,                0.07196,                0.75539,                0.99934,                0.99965,                  0.995,                0.99487,                0.10358,                0.10911,                0.76046,             0.00019809,             0.00019809,             0.00019809
                     86,                0.04184,                0.06851,                0.75396,                0.99977,                0.99967,                  0.995,                0.99463,                0.10249,                0.10839,                0.76022,             0.00018709,             0.00018709,             0.00018709
                     87,                0.04141,                0.06626,                0.75535,                0.99926,                0.99982,                  0.995,                0.99483,                0.10345,                0.10818,                0.76029,             0.00017609,             0.00017609,             0.00017609
                     88,                0.04202,                0.06669,                0.75492,                0.99974,                 0.9998,                  0.995,                0.99484,                0.10199,                0.10834,                0.76019,             0.00016509,             0.00016509,             0.00016509
                     89,                0.03985,                0.06439,                0.75568,                0.99982,                 0.9997,                  0.995,                0.99484,                0.10268,                0.10794,                0.76019,              0.0001541,              0.0001541,              0.0001541
                     90,                0.03646,                0.06195,                0.75198,                 0.9996,                0.99994,                  0.995,                0.99481,                0.10314,                0.10778,                0.76036,              0.0001431,              0.0001431,              0.0001431
                     91,                 0.0368,                0.06133,                0.75351,                0.99958,                0.99985,                  0.995,                0.99479,                 0.1023,                0.10774,                0.76023,              0.0001321,              0.0001321,              0.0001321
                     92,                0.03618,                0.06032,                0.75196,                0.99968,                0.99971,                  0.995,                0.99482,                0.10275,                0.10805,                0.76025,              0.0001211,              0.0001211,              0.0001211
                     93,                0.03575,                0.05942,                0.75377,                0.99913,                0.99987,                  0.995,                0.99462,                0.10093,                0.10695,                   0.76,              0.0001101,              0.0001101,              0.0001101
                     94,                0.03618,                0.05949,                0.75161,                0.99964,                0.99979,                  0.995,                0.99485,                0.10124,                0.10753,                0.76013,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.03305,                0.05738,                0.74987,                0.99979,                 0.9993,                  0.995,                 0.9948,                0.10145,                0.10732,                0.76014,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.03045,                0.05443,                 0.7523,                 0.9996,                0.99976,                  0.995,                0.99477,                 0.0999,                0.10615,                0.76001,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.02954,                0.05376,                0.75587,                0.99981,                0.99916,                  0.995,                0.99474,                0.09986,                0.10694,                0.75992,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.02807,                0.05248,                0.75172,                0.99923,                0.99976,                  0.995,                0.99486,                0.09976,                0.10625,                0.75998,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.02969,                0.05304,                0.75536,                0.99977,                 0.9996,                  0.995,                0.99475,                0.09991,                0.10598,                   0.76,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.02847,                 0.0525,                0.75237,                0.99923,                0.99975,                  0.995,                 0.9948,                0.09933,                0.10504,                 0.7599,             3.3108e-05,             3.3108e-05,             3.3108e-05
                      1,                 1.0563,                 3.3049,                 1.1444,                0.05243,                0.86694,                0.22443,                0.17347,                0.80354,                    inf,                0.94018,             0.00015554,             0.00015554,             0.00015554
                      2,                 0.4465,                 1.6014,                0.84789,                0.47009,                 0.3841,                0.48622,                0.42021,                0.47573,                  2.428,                0.83471,               0.000319,               0.000319,               0.000319
                      3,                0.27912,                0.70627,                0.80116,                0.70349,                0.64822,                0.66404,                 0.5927,                0.42627,                 1.8489,                0.81814,             0.00047916,             0.00047916,             0.00047916
                      4,                0.22947,                0.44286,                0.78135,                0.82648,                0.75635,                0.84155,                0.78017,                0.36046,                 1.4594,                0.79709,             0.00063602,             0.00063602,             0.00063602
                      5,                0.20843,                0.39449,                0.77811,                0.91222,                0.92107,                0.97278,                0.90061,                0.36614,                0.94503,                0.79633,             0.00078958,             0.00078958,             0.00078958
                      6,                0.23434,                0.38492,                0.77857,                0.94034,                0.97627,                0.98978,                0.92144,                 0.3576,                0.78345,                0.79194,             0.00093984,             0.00093984,             0.00093984
                      7,                0.23845,                 0.3659,                0.78135,                0.94622,                0.93964,                0.96963,                0.94287,                0.25112,                0.69921,                0.77465,               0.001045,               0.001045,               0.001045
                      8,                0.18893,                0.33862,                0.77491,                0.78104,                 0.7532,                 0.8694,                0.81819,                0.31268,                 1.3898,                0.79827,               0.001045,               0.001045,               0.001045
                      1,                  1.057,                 3.3003,                 1.1408,                0.04969,                0.89511,                0.23347,                 0.1813,                0.82209,                   3.21,                0.93592,             0.00015554,             0.00015554,             0.00015554
                      2,                 0.4662,                 1.6315,                0.85365,                0.47822,                0.31154,                0.51593,                0.42215,                0.59434,                 2.5366,                0.87217,               0.000319,               0.000319,               0.000319
                      3,                0.32188,                0.81308,                0.81293,                0.67229,                 0.4202,                0.61912,                0.54684,                0.43798,                 2.2964,                0.82003,             0.00047916,             0.00047916,             0.00047916
                      4,                0.27445,                 0.5083,                0.79508,                0.77965,                0.57914,                0.78327,                0.69075,                0.48468,                 1.7998,                0.82143,             0.00063602,             0.00063602,             0.00063602
                      5,                 0.2841,                0.43916,                0.78953,                0.90174,                0.81123,                 0.8858,                0.81648,                0.38208,                  1.519,                0.79486,             0.00078958,             0.00078958,             0.00078958
                      6,                0.22905,                0.41833,                0.78186,                0.85981,                0.88896,                 0.8965,                0.83017,                0.35972,                 1.1987,                0.79023,             0.00093984,             0.00093984,             0.00093984
                      7,                0.23139,                0.40864,                0.78042,                0.89661,                0.86345,                0.93951,                0.85057,                0.42094,                 1.1474,                 0.8059,               0.001045,               0.001045,               0.001045
                      8,                0.24226,                0.37956,                0.78282,                0.90303,                0.95039,                0.98809,                0.94498,                0.29386,                 0.7309,                0.78094,               0.001045,               0.001045,               0.001045
                      9,                0.21187,                0.33858,                0.77576,                0.97291,                0.97771,                0.99492,                0.96486,                0.26357,                0.55791,                0.77621,               0.001034,               0.001034,               0.001034
                     10,                0.18839,                0.31697,                0.77178,                 0.9491,                0.97606,                0.98443,                0.96033,                0.24511,                0.43486,                0.76993,               0.001023,               0.001023,               0.001023
                     11,                0.17835,                0.28677,                0.77022,                0.99086,                0.99337,                0.99463,                0.97195,                0.24402,                0.35514,                0.77088,               0.001012,               0.001012,               0.001012
                     12,                0.16679,                0.27313,                0.76396,                0.99819,                0.99867,                  0.995,                0.97903,                0.21398,                0.32379,                0.76558,               0.001001,               0.001001,               0.001001
                     13,                0.15681,                0.26384,                0.76773,                 0.9934,                0.99498,                0.99447,                0.97277,                0.23109,                 0.3395,                0.77446,             0.00099001,             0.00099001,             0.00099001
                     14,                0.15708,                0.24654,                0.76604,                0.99533,                0.99279,                0.99441,                0.98613,                0.19173,                0.28004,                0.76248,             0.00097901,             0.00097901,             0.00097901
                     15,                0.15833,                0.24091,                0.76656,                0.99752,                0.99855,                0.99484,                0.98803,                 0.1848,                0.24667,                0.76176,             0.00096801,             0.00096801,             0.00096801
                     16,                0.15535,                0.23262,                0.76816,                0.99776,                0.99751,                0.99497,                0.98699,                0.18396,                0.24507,                0.76347,             0.00095702,             0.00095702,             0.00095702
                     17,                0.14428,                 0.2194,                0.75925,                0.99791,                0.99585,                0.99499,                0.98756,                0.19387,                0.25726,                0.76551,             0.00094602,             0.00094602,             0.00094602
                     18,                0.14894,                0.21831,                0.76371,                0.99735,                0.99725,                  0.995,                0.98757,                0.19029,                0.23869,                0.76576,             0.00093502,             0.00093502,             0.00093502
                     19,                0.14183,                0.20947,                0.76395,                0.98758,                0.98667,                0.99007,                0.98306,                 0.1732,                0.24702,                0.76055,             0.00092402,             0.00092402,             0.00092402
                     20,                0.15012,                0.22288,                0.76289,                0.99299,                0.99617,                0.99367,                0.98953,                0.16088,                0.24337,                0.76047,             0.00091302,             0.00091302,             0.00091302
                     21,                0.12504,                0.19182,                0.76231,                0.99757,                0.99746,                 0.9948,                0.99078,                0.16517,                 0.2103,                 0.7599,             0.00090202,             0.00090202,             0.00090202
                     22,                 0.1331,                0.18702,                0.76224,                0.99941,                0.99918,                  0.995,                0.99113,                0.15026,                0.19324,                0.75821,             0.00089102,             0.00089102,             0.00089102
                     23,                0.13124,                0.18495,                0.75788,                0.99809,                0.99685,                0.99499,                0.99167,                0.16767,                0.20463,                0.76085,             0.00088002,             0.00088002,             0.00088002
                     24,                0.14292,                0.18864,                 0.7587,                0.99945,                0.99937,                0.99491,                0.99256,                0.14697,                0.18835,                0.75831,             0.00086902,             0.00086902,             0.00086902
                     25,                0.13525,                0.22182,                0.76266,                0.99544,                0.99523,                0.99413,                0.98506,                0.22683,                0.21741,                0.77021,             0.00085803,             0.00085803,             0.00085803
                     26,                0.15511,                0.21964,                0.76508,                0.91302,                0.95858,                0.95993,                0.94397,                0.21077,                0.42388,                0.77523,             0.00084703,             0.00084703,             0.00084703
                     27,                0.13505,                0.19063,                0.76135,                0.87052,                0.87582,                0.91575,                 0.9074,                 0.1863,                0.61155,                0.76551,             0.00083603,             0.00083603,             0.00083603
                     28,                0.12552,                0.19168,                0.76255,                 0.9552,                0.95748,                0.98125,                0.97552,                0.16388,                0.28726,                0.76232,             0.00082503,             0.00082503,             0.00082503
                     29,                0.12637,                0.17357,                0.76125,                0.99938,                0.99868,                  0.995,                0.99088,                0.15951,                0.18485,                0.76037,             0.00081403,             0.00081403,             0.00081403
                     30,                0.12993,                0.17405,                0.76097,                0.91378,                0.91074,                0.97795,                0.96691,                0.21299,                0.48408,                0.77009,             0.00080303,             0.00080303,             0.00080303
                     31,                0.13555,                0.17289,                0.76399,                0.99208,                0.98935,                0.99438,                0.98893,                0.15895,                0.23976,                 0.7626,             0.00079203,             0.00079203,             0.00079203
                     32,                0.13016,                0.17357,                0.76226,                0.99589,                0.99493,                0.99488,                 0.9924,                 0.1594,                0.20422,                0.75949,             0.00078103,             0.00078103,             0.00078103
                     33,                0.12366,                0.18757,                0.75677,                 0.8592,                0.87864,                0.91074,                0.88746,                0.23005,                0.62294,                0.78326,             0.00077003,             0.00077003,             0.00077003
                     34,                0.12647,                0.16592,                 0.7592,                0.96895,                 0.9612,                0.99206,                 0.9879,                0.15134,                0.25864,                0.76191,             0.00075904,             0.00075904,             0.00075904
                     35,                0.11367,                0.15512,                0.76214,                0.99827,                 0.9993,                0.99483,                0.99206,                0.13951,                0.17196,                0.75801,             0.00074804,             0.00074804,             0.00074804
                     36,                 0.1073,                0.15545,                0.75714,                  0.985,                0.99319,                0.99174,                0.98994,                0.14094,                0.19496,                0.75821,             0.00073704,             0.00073704,             0.00073704
                     37,                0.11715,                0.18359,                0.76113,                0.98795,                0.99239,                0.99367,                0.98936,                0.15991,                 0.1976,                0.76139,             0.00072604,             0.00072604,             0.00072604
                     38,                0.12297,                0.16487,                0.76069,                 0.9951,                0.99418,                0.99474,                 0.9907,                0.15294,                0.20345,                 0.7613,             0.00071504,             0.00071504,             0.00071504
                     39,                0.11486,                0.15049,                0.76086,                0.99953,                0.99924,                  0.995,                 0.9941,                0.12979,                0.15944,                0.75629,             0.00070404,             0.00070404,             0.00070404
                     40,                0.09835,                0.14042,                0.75426,                0.99949,                0.99929,                0.99498,                0.99364,                0.14271,                 0.1557,                 0.7579,             0.00069304,             0.00069304,             0.00069304
                     41,                0.11973,                 0.1544,                0.75875,                0.99842,                0.99786,                  0.995,                0.99149,                0.14533,                0.19253,                0.76006,             0.00068204,             0.00068204,             0.00068204
                     42,                0.10506,                0.13946,                0.75516,                0.99978,                0.99993,                  0.995,                0.99329,                0.14165,                0.16149,                0.75655,             0.00067104,             0.00067104,             0.00067104
                     43,                0.10707,                0.13801,                0.75899,                0.99947,                 0.9994,                  0.995,                0.99405,                0.13192,                0.14904,                0.75602,             0.00066005,             0.00066005,             0.00066005
                     44,                 0.0997,                 0.1291,                 0.7571,                0.99945,                0.99946,                0.99498,                0.99419,                0.12619,                 0.1463,                0.75612,             0.00064905,             0.00064905,             0.00064905
                     45,                0.09504,                 0.1278,                0.75854,                 0.9995,                0.99938,                  0.995,                0.99405,                0.12215,                0.14179,                 0.7556,             0.00063805,             0.00063805,             0.00063805
                     46,                0.09042,                0.12426,                0.75642,                0.99921,                0.99974,                  0.995,                0.99353,                0.12995,                0.14341,                0.75547,             0.00062705,             0.00062705,             0.00062705
                     47,                0.09361,                0.12182,                0.75957,                0.99928,                0.99926,                0.99495,                0.99361,                0.12225,                0.13734,                0.75581,             0.00061605,             0.00061605,             0.00061605
                     48,                0.08774,                0.11684,                0.75801,                0.99954,                0.99938,                  0.995,                0.99398,                0.11916,                0.13971,                 0.7553,             0.00060505,             0.00060505,             0.00060505
                     49,                0.08401,                0.11586,                0.75743,                0.99933,                0.99973,                  0.995,                0.99365,                0.12358,                0.13859,                0.75502,             0.00059405,             0.00059405,             0.00059405
                     50,                0.09001,                0.11688,                0.75549,                0.99983,                0.99938,                  0.995,                0.99417,                0.12005,                0.13533,                0.75505,             0.00058305,             0.00058305,             0.00058305
                     51,                 0.0812,                0.11015,                0.75477,                0.99984,                0.99966,                  0.995,                 0.9938,                0.11632,                 0.1319,                0.75469,             0.00057205,             0.00057205,             0.00057205
                     52,                0.08102,                0.10949,                0.75506,                0.99979,                0.99961,                  0.995,                0.99411,                0.11838,                0.13491,                0.75487,             0.00056105,             0.00056105,             0.00056105
                     53,                0.08534,                0.11154,                0.76083,                0.99964,                0.99996,                  0.995,                  0.994,                0.11845,                0.13216,                0.75499,             0.00055006,             0.00055006,             0.00055006
                     54,                0.08196,                0.11023,                0.75512,                0.99985,                0.99934,                  0.995,                0.99391,                0.12194,                0.13153,                0.75498,             0.00053906,             0.00053906,             0.00053906
                     55,                0.08424,                0.11081,                0.75663,                0.99978,                      1,                  0.995,                0.99407,                0.12568,                0.13629,                0.75544,             0.00052806,             0.00052806,             0.00052806
                     56,                0.08137,                0.10928,                0.75405,                0.99983,                      1,                  0.995,                0.99412,                0.11333,                0.13003,                0.75431,             0.00051706,             0.00051706,             0.00051706
                     57,                0.07242,                 0.1056,                0.75551,                0.99986,                      1,                  0.995,                0.99407,                0.11799,                0.12811,                0.75452,             0.00050606,             0.00050606,             0.00050606
                     58,                 0.0793,                0.10918,                0.75309,                0.99392,                0.99664,                 0.9948,                0.99389,                 0.1259,                0.14905,                 0.7552,             0.00049506,             0.00049506,             0.00049506
                     59,                0.08464,                0.10691,                0.75523,                 0.9969,                0.99468,                0.99477,                0.99349,                0.12317,                0.14131,                0.75563,             0.00048406,             0.00048406,             0.00048406
                     60,                0.07387,                0.10029,                0.75493,                0.99937,                0.99857,                  0.995,                0.99413,                0.11575,                0.13068,                0.75473,             0.00047306,             0.00047306,             0.00047306
                     61,                0.06892,                0.09685,                0.75164,                0.99965,                0.99971,                  0.995,                0.99415,                0.11335,                0.12995,                0.75424,             0.00046206,             0.00046206,             0.00046206
                     62,                0.06962,                0.09716,                0.75447,                0.99981,                      1,                  0.995,                0.99425,                0.11115,                0.12605,                0.75419,             0.00045107,             0.00045107,             0.00045107
                     63,                0.06721,                0.09382,                0.75431,                0.99985,                      1,                  0.995,                0.99419,                0.11173,                0.12476,                  0.754,             0.00044007,             0.00044007,             0.00044007
                     64,                0.06625,                0.09214,                0.75253,                0.99986,                      1,                  0.995,                0.99397,                0.12425,                0.12807,                0.75435,             0.00042907,             0.00042907,             0.00042907
                     65,                0.07771,                0.09797,                0.75083,                0.99984,                      1,                  0.995,                0.99448,                0.11367,                0.12507,                 0.7542,             0.00041807,             0.00041807,             0.00041807
                     66,                0.06811,                0.09367,                 0.7536,                0.99975,                      1,                  0.995,                0.99387,                  0.124,                0.12845,                0.75505,             0.00040707,             0.00040707,             0.00040707
                     67,                0.07893,                0.09761,                0.75743,                0.99987,                      1,                  0.995,                0.99463,                 0.1135,                0.12677,                0.75436,             0.00039607,             0.00039607,             0.00039607
                     68,                0.06332,                0.08895,                0.75556,                0.99985,                      1,                  0.995,                0.99444,                  0.113,                0.12401,                0.75377,             0.00038507,             0.00038507,             0.00038507
                     69,                0.06262,                0.08763,                0.75292,                0.99988,                      1,                  0.995,                0.99425,                0.11451,                 0.1253,                0.75384,             0.00037407,             0.00037407,             0.00037407
                     70,                0.06407,                0.08953,                0.75161,                0.99984,                0.99999,                  0.995,                0.99447,                0.11446,                 0.1229,                0.75383,             0.00036307,             0.00036307,             0.00036307
                     71,                 0.0638,                0.08811,                0.75342,                0.99988,                      1,                  0.995,                0.99445,                0.11135,                0.12314,                0.75379,             0.00035208,             0.00035208,             0.00035208
                     72,                0.05734,                0.08316,                0.75523,                0.99987,                      1,                  0.995,                0.99404,                0.11254,                0.12329,                 0.7546,             0.00034108,             0.00034108,             0.00034108
                     73,                0.06289,                0.08616,                0.75364,                0.99983,                      1,                  0.995,                0.99428,                0.10871,                0.12161,                 0.7538,             0.00033008,             0.00033008,             0.00033008
                     74,                0.05627,                  0.083,                0.75483,                0.99986,                      1,                  0.995,                0.99413,                0.10921,                0.12166,                0.75351,             0.00031908,             0.00031908,             0.00031908
                     75,                0.05628,                0.08365,                0.75186,                0.99985,                0.99968,                  0.995,                0.99288,                0.13199,                0.13413,                 0.7573,             0.00030808,             0.00030808,             0.00030808
                     76,                0.05325,                0.07953,                0.75253,                0.99987,                      1,                  0.995,                0.99335,                0.11816,                0.12355,                 0.7548,             0.00029708,             0.00029708,             0.00029708
                     77,                0.05873,                0.08386,                0.75451,                0.99981,                0.99995,                  0.995,                0.99436,                0.10925,                0.11902,                0.75384,             0.00028608,             0.00028608,             0.00028608
                     78,                0.05359,                0.07825,                 0.7578,                0.99987,                      1,                  0.995,                 0.9944,                0.11031,                0.11902,                0.75376,             0.00027508,             0.00027508,             0.00027508
                     79,                 0.0517,                0.07607,                0.75279,                0.99988,                      1,                  0.995,                0.99453,                0.10812,                 0.1162,                0.75356,             0.00026408,             0.00026408,             0.00026408
                     80,                0.04997,                0.07439,                0.75391,                0.99988,                      1,                  0.995,                0.99446,                0.10654,                0.11655,                0.75351,             0.00025309,             0.00025309,             0.00025309
                     81,                0.04919,                0.07304,                0.75398,                0.99987,                      1,                  0.995,                0.99423,                0.11011,                0.11648,                 0.7538,             0.00024209,             0.00024209,             0.00024209
                     82,                0.05306,                0.07451,                0.75305,                0.99985,                      1,                  0.995,                0.99452,                0.10546,                0.11444,                0.75327,             0.00023109,             0.00023109,             0.00023109
                     83,                0.04688,                0.07028,                0.75327,                0.99973,                0.99966,                  0.995,                0.99462,                  0.107,                0.11641,                0.75339,             0.00022009,             0.00022009,             0.00022009
                     84,                0.04705,                0.07138,                0.74882,                0.99984,                0.99969,                  0.995,                0.99459,                0.10814,                0.11611,                 0.7535,             0.00020909,             0.00020909,             0.00020909
                     85,                 0.0438,                0.06925,                0.75408,                0.99968,                0.99992,                  0.995,                0.99447,                0.10756,                 0.1165,                 0.7535,             0.00019809,             0.00019809,             0.00019809
                     86,                0.04376,                 0.0687,                0.75185,                0.99983,                0.99971,                  0.995,                0.99466,                 0.1059,                0.11588,                 0.7532,             0.00018709,             0.00018709,             0.00018709
                     87,                0.04343,                0.06658,                0.75566,                0.99982,                0.99975,                  0.995,                0.99456,                0.10626,                0.11574,                0.75332,             0.00017609,             0.00017609,             0.00017609
                     88,                0.03914,                0.06373,                   0.75,                0.99983,                      1,                  0.995,                0.99455,                0.10621,                 0.1152,                0.75329,             0.00016509,             0.00016509,             0.00016509
                     89,                0.03976,                0.06337,                0.75345,                0.99984,                      1,                  0.995,                0.99453,                0.10623,                0.11373,                0.75328,              0.0001541,              0.0001541,              0.0001541
                     90,                0.03894,                0.06266,                0.75098,                0.99985,                      1,                  0.995,                0.99445,                0.10535,                0.11392,                0.75316,              0.0001431,              0.0001431,              0.0001431
                     91,                0.03862,                0.06261,                0.75256,                0.99986,                      1,                  0.995,                0.99445,                0.10625,                0.11383,                0.75328,              0.0001321,              0.0001321,              0.0001321
                     92,                0.03655,                0.06068,                0.75096,                0.99984,                      1,                  0.995,                0.99437,                0.10505,                0.11248,                0.75324,              0.0001211,              0.0001211,              0.0001211
                     93,                0.03699,                0.06067,                0.75092,                0.99982,                      1,                  0.995,                0.99463,                0.10487,                0.11325,                0.75309,              0.0001101,              0.0001101,              0.0001101
                     94,                0.03833,                0.06429,                0.75391,                 0.9998,                      1,                  0.995,                 0.9945,                0.10526,                0.11275,                 0.7531,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.03347,                 0.0584,                0.75151,                0.99983,                0.99975,                  0.995,                0.99437,                0.10582,                 0.1153,                0.75318,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.03231,                0.05787,                 0.7538,                0.99975,                0.99992,                  0.995,                0.99454,                0.10489,                0.11335,                0.75312,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.03186,                0.05629,                0.75181,                0.99984,                      1,                  0.995,                0.99439,                0.10577,                0.11352,                0.75328,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.03442,                 0.0608,                0.75239,                0.99986,                      1,                  0.995,                0.99441,                0.10533,                0.11281,                0.75325,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.03052,                 0.0553,                 0.7513,                0.99981,                0.99995,                  0.995,                0.99454,                0.10529,                0.11244,                0.75305,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.03141,                0.05539,                0.75382,                0.99984,                0.99997,                  0.995,                0.99453,                0.10448,                0.11179,                0.75306,             3.3108e-05,             3.3108e-05,             3.3108e-05
                      1,                 1.0409,                 3.3532,                 1.1476,                0.04867,                  0.951,                0.25167,                0.19519,                0.75433,                    inf,                0.87632,             0.00015554,             0.00015554,             0.00015554
                      2,                 0.4433,                 1.6101,                0.85251,                0.57188,                0.48693,                0.56952,                0.49458,                0.48969,                 2.2859,                0.82526,               0.000319,               0.000319,               0.000319
                      3,                0.27423,                 0.6911,                0.80613,                0.89624,                0.67494,                0.86875,                0.79298,                0.41939,                 1.8112,                0.81123,             0.00047916,             0.00047916,             0.00047916
                      4,                0.23378,                0.47066,                0.78092,                0.91772,                0.81929,                0.92596,                0.86271,                0.38247,                 1.2995,                0.80337,             0.00063602,             0.00063602,             0.00063602
                      5,                0.20924,                0.39251,                0.77739,                0.88078,                0.87558,                0.95235,                0.89872,                0.34168,                 1.0161,                0.79933,             0.00078958,             0.00078958,             0.00078958
                      6,                0.24133,                0.37837,                0.78116,                0.90804,                0.91738,                0.95632,                0.92021,                0.29831,                0.98486,                0.78318,             0.00093984,             0.00093984,             0.00093984
                      7,                0.23856,                0.38698,                0.77966,                0.79257,                 0.8508,                0.84865,                0.80578,                0.29241,                 1.2459,                0.78231,               0.001045,               0.001045,               0.001045
