                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      8,                0.20717,                0.37826,                0.77467,                0.80846,                0.84777,                0.87403,                0.83217,                0.31431,                0.98557,                 0.7864,               0.001045,               0.001045,               0.001045
                      9,                0.23454,                0.34903,                0.77559,                0.96041,                0.97303,                0.98959,                0.95004,                0.29025,                0.62959,                0.77992,               0.001034,               0.001034,               0.001034
                     10,                0.21437,                0.34373,                0.77885,                0.81507,                0.72968,                  0.837,                0.79647,                 0.3296,                 1.2502,                0.79591,               0.001023,               0.001023,               0.001023
                     11,                 0.1826,                0.30614,                0.76986,                0.96377,                0.97916,                 0.9905,                0.95768,                0.27567,                0.55137,                0.78413,               0.001012,               0.001012,               0.001012
                     12,                0.18167,                0.27951,                0.77069,                0.98223,                0.98676,                0.99286,                0.97208,                0.23114,                0.38139,                0.77578,               0.001001,               0.001001,               0.001001
                     13,                0.17599,                0.26482,                0.77364,                0.99612,                0.99964,                0.99472,                0.98535,                0.18999,                0.30146,                 0.7693,             0.00099001,             0.00099001,             0.00099001
                     14,                0.16172,                0.24291,                0.76682,                0.99936,                0.99988,                  0.995,                0.98291,                0.20467,                0.26968,                 0.7703,             0.00097901,             0.00097901,             0.00097901
                     15,                 0.1521,                0.23738,                0.76794,                0.99878,                 0.9981,                0.99499,                0.98527,                0.18761,                0.26178,                0.76743,             0.00096801,             0.00096801,             0.00096801
                     16,                0.17051,                0.24564,                0.76835,                0.95388,                0.96001,                0.98413,                0.97866,                0.17636,                0.32589,                0.76724,             0.00095702,             0.00095702,             0.00095702
                     17,                0.14796,                0.25519,                0.76364,                0.99323,                0.99516,                0.99484,                0.98515,                0.18424,                0.25738,                0.76816,             0.00094602,             0.00094602,             0.00094602
                     18,                0.14658,                 0.2247,                0.76497,                0.96617,                0.97001,                0.99025,                0.98031,                0.21069,                 0.3154,                 0.7719,             0.00093502,             0.00093502,             0.00093502
                     19,                0.15749,                0.23523,                0.77014,                0.94693,                0.94317,                0.95431,                0.94431,                0.20392,                 0.4177,                0.76912,             0.00092402,             0.00092402,             0.00092402
                     20,                0.14945,                0.22732,                0.76402,                0.96536,                0.97148,                0.97937,                 0.9653,                0.21346,                0.31139,                0.77032,             0.00091302,             0.00091302,             0.00091302
                     21,                0.16128,                 0.2152,                0.76425,                0.97645,                0.97367,                0.99012,                0.98096,                0.20329,                 0.2845,                0.77187,             0.00090202,             0.00090202,             0.00090202
                     22,                0.15552,                0.20922,                0.76685,                0.91016,                0.93703,                0.93707,                 0.9269,                0.20171,                0.55514,                0.77272,             0.00089102,             0.00089102,             0.00089102
                     23,                0.13815,                0.18951,                0.76534,                0.99875,                0.99752,                  0.995,                0.99132,                0.16081,                0.22144,                0.76608,             0.00088002,             0.00088002,             0.00088002
                     24,                0.13977,                0.18203,                0.76721,                0.99967,                0.99861,                  0.995,                0.99161,                0.15367,                0.19306,                0.76423,             0.00086902,             0.00086902,             0.00086902
                     25,                0.13821,                0.17751,                0.76419,                 0.9997,                0.99858,                  0.995,                0.99185,                0.16602,                0.18821,                0.76512,             0.00085803,             0.00085803,             0.00085803
                     26,                0.13725,                0.17801,                0.76116,                0.99949,                0.99902,                  0.995,                0.99269,                 0.1683,                0.18417,                0.76498,             0.00084703,             0.00084703,             0.00084703
                     27,                0.13612,                0.18029,                0.76122,                0.99911,                0.99874,                  0.995,                0.98642,                0.17352,                0.18721,                0.76652,             0.00083603,             0.00083603,             0.00083603
                     28,                0.13636,                0.17616,                0.76548,                0.99933,                0.99864,                  0.995,                0.99325,                0.15067,                0.18303,                 0.7628,             0.00082503,             0.00082503,             0.00082503
                     29,                0.12706,                 0.1784,                0.76178,                0.99815,                0.99604,                  0.995,                0.99364,                0.14535,                0.18272,                 0.7632,             0.00081403,             0.00081403,             0.00081403
                     30,                0.12069,                0.17037,                0.76553,                0.98849,                0.98676,                0.99382,                0.99139,                0.14857,                0.19437,                0.76325,             0.00080303,             0.00080303,             0.00080303
                     31,                0.12132,                0.16339,                0.76234,                0.99941,                0.99887,                  0.995,                0.99393,                 0.1404,                0.17131,                0.76262,             0.00079203,             0.00079203,             0.00079203
                     32,                0.11334,                0.15225,                0.76397,                0.99968,                 0.9998,                  0.995,                0.99399,                0.13745,                0.16314,                0.76168,             0.00078103,             0.00078103,             0.00078103
                     33,                0.10913,                0.14704,                0.76282,                0.99974,                0.99989,                  0.995,                0.99416,                0.13607,                0.15777,                0.76144,             0.00077003,             0.00077003,             0.00077003
                     34,                0.10483,                0.14095,                0.76346,                0.99969,                0.99965,                  0.995,                0.99123,                0.15893,                0.15838,                0.76387,             0.00075904,             0.00075904,             0.00075904
                     35,                0.11547,                0.14188,                0.76241,                0.99982,                0.99942,                  0.995,                 0.9928,                0.14357,                0.15719,                0.76184,             0.00074804,             0.00074804,             0.00074804
                     36,                0.10926,                0.14065,                0.76173,                 0.9997,                 0.9993,                  0.995,                0.99382,                0.13363,                0.15108,                0.76129,             0.00073704,             0.00073704,             0.00073704
                     37,                0.10176,                0.13437,                 0.7592,                0.99969,                0.99929,                  0.995,                 0.9943,                0.13398,                0.15037,                0.76114,             0.00072604,             0.00072604,             0.00072604
                     38,                0.10145,                0.13364,                0.75732,                0.99981,                0.99938,                  0.995,                0.99331,                0.12747,                0.14626,                0.76068,             0.00071504,             0.00071504,             0.00071504
                     39,                 0.1023,                0.13266,                0.75978,                0.99943,                0.99996,                  0.995,                0.99435,                 0.1236,                0.14032,                 0.7607,             0.00070404,             0.00070404,             0.00070404
                     40,                0.09672,                0.12758,                0.76004,                0.99972,                0.99902,                  0.995,                0.99439,                 0.1254,                0.14255,                0.76034,             0.00069304,             0.00069304,             0.00069304
                     41,                0.09205,                0.12345,                0.75923,                0.99977,                0.99927,                  0.995,                0.99328,                 0.1321,                 0.1487,                0.76054,             0.00068204,             0.00068204,             0.00068204
                     42,                0.09889,                0.12938,                0.75917,                 0.9995,                0.99935,                  0.995,                0.99344,                0.12976,                0.14285,                0.76112,             0.00067104,             0.00067104,             0.00067104
                     43,                0.08934,                0.11997,                0.75989,                0.99971,                0.99964,                  0.995,                0.99405,                0.11639,                0.13713,                0.76007,             0.00066005,             0.00066005,             0.00066005
                     44,                0.09166,                0.11952,                0.76151,                0.99935,                  0.999,                  0.995,                0.99348,                0.12432,                0.13816,                0.76021,             0.00064905,             0.00064905,             0.00064905
                     45,                0.09397,                0.11905,                 0.7595,                0.99933,                0.99914,                  0.995,                0.99424,                0.12465,                0.14023,                 0.7603,             0.00063805,             0.00063805,             0.00063805
                     46,                0.08836,                0.12063,                0.75845,                 0.9992,                0.99987,                  0.995,                0.99478,                0.12442,                0.13812,                0.76033,             0.00062705,             0.00062705,             0.00062705
                     47,                 0.0902,                0.13633,                0.76034,                0.95109,                0.98079,                0.97918,                0.97689,                0.13915,                0.26869,                0.76394,             0.00061605,             0.00061605,             0.00061605
                     48,                0.10143,                0.13556,                0.75795,                0.99536,                0.99698,                0.99449,                0.99274,                0.14451,                 0.1619,                0.76358,             0.00060505,             0.00060505,             0.00060505
                     49,                0.09845,                0.12485,                0.75894,                0.99975,                      1,                  0.995,                0.99367,                0.12935,                0.14225,                  0.761,             0.00059405,             0.00059405,             0.00059405
                     50,                0.09306,                0.11914,                0.75779,                0.99979,                      1,                  0.995,                0.99405,                0.13808,                0.13978,                 0.7611,             0.00058305,             0.00058305,             0.00058305
                     51,                0.10438,                0.12595,                0.75971,                0.99974,                 0.9997,                  0.995,                 0.9935,                0.14263,                0.15131,                0.76226,             0.00057205,             0.00057205,             0.00057205
                     52,                0.09149,                 0.1202,                0.76018,                0.99989,                      1,                  0.995,                0.99297,                0.12834,                0.13668,                0.76013,             0.00056105,             0.00056105,             0.00056105
                     53,                0.08293,                0.11003,                0.75458,                0.99983,                      1,                  0.995,                0.99435,                0.11979,                0.13163,                0.75949,             0.00055006,             0.00055006,             0.00055006
                     54,                0.08767,                0.11308,                0.75946,                0.99987,                      1,                  0.995,                0.99398,                0.12336,                0.13247,                0.75976,             0.00053906,             0.00053906,             0.00053906
                     55,                0.09144,                0.11592,                0.76092,                0.99982,                0.99996,                  0.995,                0.99376,                0.12944,                0.13701,                0.76053,             0.00052806,             0.00052806,             0.00052806
                     56,                0.08612,                0.11186,                 0.7575,                0.99987,                      1,                  0.995,                0.99374,                0.12382,                 0.1309,                0.75977,             0.00051706,             0.00051706,             0.00051706
                     57,                0.07809,                0.10566,                0.75818,                0.99982,                      1,                  0.995,                0.99442,                0.11714,                 0.1273,                0.75899,             0.00050606,             0.00050606,             0.00050606
                     58,                0.07749,                0.10668,                 0.7574,                0.99685,                0.99856,                0.99492,                0.99402,                0.11856,                0.13442,                 0.7593,             0.00049506,             0.00049506,             0.00049506
                     59,                0.07138,                0.10143,                0.75722,                0.99969,                0.99971,                  0.995,                 0.9943,                 0.1201,                 0.1265,                0.75921,             0.00048406,             0.00048406,             0.00048406
                     60,                0.07498,                 0.1008,                0.75493,                0.99976,                0.99999,                  0.995,                0.99477,                0.11377,                0.12516,                0.75868,             0.00047306,             0.00047306,             0.00047306
                     61,                0.07237,                0.09843,                0.75607,                0.99793,                0.99982,                  0.995,                0.99456,                 0.1192,                0.12765,                0.75885,             0.00046206,             0.00046206,             0.00046206
                     62,                0.07574,                0.10096,                0.75772,                0.99985,                      1,                  0.995,                0.99444,                0.11632,                0.12531,                0.75857,             0.00045107,             0.00045107,             0.00045107
                     63,                 0.0756,                0.09721,                0.76217,                0.99981,                      1,                  0.995,                0.99426,                0.11575,                0.12209,                 0.7589,             0.00044007,             0.00044007,             0.00044007
                     64,                0.06743,                0.09472,                0.75757,                0.99981,                      1,                  0.995,                 0.9942,                 0.1166,                 0.1214,                0.75896,             0.00042907,             0.00042907,             0.00042907
                     65,                0.07217,                0.09731,                0.75618,                0.99961,                      1,                  0.995,                0.99442,                0.11956,                0.12581,                0.75923,             0.00041807,             0.00041807,             0.00041807
                     66,                0.06406,                0.09063,                 0.7564,                0.99982,                      1,                  0.995,                0.99446,                0.11075,                0.12034,                0.75843,             0.00040707,             0.00040707,             0.00040707
                     67,                0.06355,                0.08887,                0.75807,                0.99986,                      1,                  0.995,                0.99422,                0.11627,                 0.1226,                  0.759,             0.00039607,             0.00039607,             0.00039607
                     68,                0.07093,                0.09325,                0.75716,                0.99988,                      1,                  0.995,                0.99419,                0.11694,                0.12152,                0.75911,             0.00038507,             0.00038507,             0.00038507
                     69,                0.06793,                 0.0907,                0.75506,                0.99985,                      1,                  0.995,                0.99442,                0.10874,                0.11558,                0.75807,             0.00037407,             0.00037407,             0.00037407
                     70,                0.06154,                0.08554,                0.75387,                0.99982,                      1,                  0.995,                0.99477,                0.10786,                0.11705,                0.75823,             0.00036307,             0.00036307,             0.00036307
                     71,                0.05737,                  0.084,                0.75699,                0.99986,                      1,                  0.995,                0.99441,                0.10751,                0.11573,                0.75818,             0.00035208,             0.00035208,             0.00035208
                     72,                0.05452,                 0.0812,                0.75435,                0.99984,                      1,                  0.995,                0.99461,                 0.1101,                0.11575,                 0.7583,             0.00034108,             0.00034108,             0.00034108
                     73,                0.05821,                0.08524,                0.75505,                0.99982,                      1,                  0.995,                0.99455,                0.10904,                0.11604,                0.75818,             0.00033008,             0.00033008,             0.00033008
                     74,                0.05994,                0.08334,                0.75948,                0.99983,                      1,                  0.995,                0.99467,                0.11542,                0.11962,                0.75837,             0.00031908,             0.00031908,             0.00031908
                     75,                0.06533,                0.08479,                0.75844,                0.99978,                      1,                  0.995,                 0.9948,                0.10735,                0.11385,                0.75791,             0.00030808,             0.00030808,             0.00030808
                     76,                0.05409,                0.07918,                0.75721,                0.99981,                      1,                  0.995,                0.99482,                0.10824,                0.11395,                0.75818,             0.00029708,             0.00029708,             0.00029708
                     77,                0.05503,                0.07861,                0.75519,                0.99981,                      1,                  0.995,                0.99495,                0.10792,                0.11516,                0.75797,             0.00028608,             0.00028608,             0.00028608
                     78,                0.05139,                0.07546,                 0.7549,                0.99987,                      1,                  0.995,                0.99479,                0.10562,                0.11396,                0.75787,             0.00027508,             0.00027508,             0.00027508
                     79,                  0.051,                0.07519,                0.75706,                0.99986,                      1,                  0.995,                0.99462,                 0.1074,                0.11464,                 0.7578,             0.00026408,             0.00026408,             0.00026408
                     80,                0.05264,                0.07749,                0.75588,                0.99983,                      1,                  0.995,                 0.9947,                0.10541,                0.11244,                0.75766,             0.00025309,             0.00025309,             0.00025309
                     81,                 0.0477,                0.07342,                0.75818,                0.99984,                      1,                  0.995,                0.99477,                0.10597,                0.11188,                0.75772,             0.00024209,             0.00024209,             0.00024209
                     82,                0.04682,                0.07014,                 0.7579,                0.99981,                      1,                  0.995,                0.99468,                0.10533,                0.11101,                 0.7577,             0.00023109,             0.00023109,             0.00023109
                     83,                  0.047,                0.07079,                0.75339,                0.99986,                      1,                  0.995,                0.99472,                0.10435,                0.11051,                0.75764,             0.00022009,             0.00022009,             0.00022009
                     84,                0.04143,                0.06595,                0.75358,                0.99983,                      1,                  0.995,                0.99481,                 0.1072,                0.11112,                0.75794,             0.00020909,             0.00020909,             0.00020909
                     85,                0.04619,                0.06917,                0.75655,                0.99985,                      1,                  0.995,                0.99474,                0.10661,                0.11071,                0.75777,             0.00019809,             0.00019809,             0.00019809
                     86,                0.04553,                 0.0693,                0.75626,                0.99983,                      1,                  0.995,                0.99471,                0.10438,                0.10921,                0.75757,             0.00018709,             0.00018709,             0.00018709
                     87,                0.04089,                0.06396,                0.75799,                0.99986,                      1,                  0.995,                0.99478,                0.10434,                0.10964,                0.75746,             0.00017609,             0.00017609,             0.00017609
                     88,                0.04183,                0.06489,                0.75439,                0.99982,                      1,                  0.995,                0.99481,                0.10391,                0.10848,                0.75752,             0.00016509,             0.00016509,             0.00016509
                     89,                0.03938,                0.06294,                 0.7555,                0.99985,                      1,                  0.995,                0.99496,                0.10235,                0.10858,                0.75734,              0.0001541,              0.0001541,              0.0001541
                     90,                0.03759,                0.06192,                0.75614,                0.99987,                      1,                  0.995,                0.99483,                  0.103,                0.10873,                0.75743,              0.0001431,              0.0001431,              0.0001431
                     91,                0.03675,                0.06043,                0.75607,                0.99986,                      1,                  0.995,                0.99478,                0.10346,                0.10916,                0.75749,              0.0001321,              0.0001321,              0.0001321
                     92,                0.03615,                0.05907,                0.75714,                0.99986,                      1,                  0.995,                0.99493,                0.10389,                0.10948,                 0.7575,              0.0001211,              0.0001211,              0.0001211
                     93,                0.03782,                0.06079,                0.75662,                0.99986,                      1,                  0.995,                0.99482,                0.10193,                0.10749,                0.75731,              0.0001101,              0.0001101,              0.0001101
                     94,                0.03165,                0.05608,                0.75595,                0.99986,                      1,                  0.995,                0.99491,                0.10191,                0.10789,                0.75722,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.03226,                0.05632,                0.75591,                0.99986,                      1,                  0.995,                0.99492,                0.10211,                0.10886,                0.75721,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.03311,                0.05558,                0.75727,                0.99986,                      1,                  0.995,                0.99489,                0.10234,                0.10825,                0.75722,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.03153,                0.05578,                 0.7558,                0.99986,                      1,                  0.995,                0.99491,                0.10145,                0.10766,                0.75717,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                   0.03,                0.05363,                0.75532,                0.99986,                      1,                  0.995,                0.99485,                0.10187,                0.10765,                0.75722,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.02905,                0.05314,                0.75649,                0.99986,                      1,                  0.995,                0.99488,                0.10152,                0.10731,                0.75711,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 0.0267,                0.05055,                0.75385,                0.99987,                      1,                  0.995,                 0.9949,                0.10164,                0.10749,                0.75715,             3.3108e-05,             3.3108e-05,             3.3108e-05
                      1,                 1.0409,                 3.3532,                 1.1476,                0.04867,                  0.951,                0.25167,                0.19519,                0.75433,                    inf,                0.87632,             0.00015554,             0.00015554,             0.00015554
                      2,                 0.4433,                 1.6101,                0.85251,                0.57188,                0.48693,                0.56952,                0.49458,                0.48969,                 2.2859,                0.82526,               0.000319,               0.000319,               0.000319
                      3,                0.27423,                 0.6911,                0.80613,                0.89624,                0.67494,                0.86875,                0.79298,                0.41939,                 1.8112,                0.81123,             0.00047916,             0.00047916,             0.00047916
                      4,                0.23378,                0.47066,                0.78092,                0.91772,                0.81929,                0.92596,                0.86271,                0.38247,                 1.2995,                0.80337,             0.00063602,             0.00063602,             0.00063602
                      5,                0.20924,                0.39251,                0.77739,                0.88078,                0.87558,                0.95235,                0.89872,                0.34168,                 1.0161,                0.79933,             0.00078958,             0.00078958,             0.00078958
                      6,                0.24133,                0.37837,                0.78116,                0.90804,                0.91738,                0.95632,                0.92021,                0.29831,                0.98486,                0.78318,             0.00093984,             0.00093984,             0.00093984
                      7,                0.23856,                0.38698,                0.77966,                0.79257,                 0.8508,                0.84865,                0.80578,                0.29241,                 1.2459,                0.78231,               0.001045,               0.001045,               0.001045
                      8,                0.20717,                0.37826,                0.77467,                0.80846,                0.84777,                0.87403,                0.83217,                0.31431,                0.98557,                 0.7864,               0.001045,               0.001045,               0.001045
                      9,                0.23454,                0.34903,                0.77559,                0.96041,                0.97303,                0.98959,                0.95004,                0.29025,                0.62959,                0.77992,               0.001034,               0.001034,               0.001034
                     10,                0.21437,                0.34373,                0.77885,                0.81507,                0.72968,                  0.837,                0.79647,                 0.3296,                 1.2502,                0.79591,               0.001023,               0.001023,               0.001023
                     11,                 0.1826,                0.30614,                0.76986,                0.96377,                0.97916,                 0.9905,                0.95768,                0.27567,                0.55137,                0.78413,               0.001012,               0.001012,               0.001012
                     12,                0.18167,                0.27951,                0.77069,                0.98223,                0.98676,                0.99286,                0.97208,                0.23114,                0.38139,                0.77578,               0.001001,               0.001001,               0.001001
                     13,                0.17599,                0.26482,                0.77364,                0.99612,                0.99964,                0.99472,                0.98535,                0.18999,                0.30146,                 0.7693,             0.00099001,             0.00099001,             0.00099001
                     14,                0.16172,                0.24291,                0.76682,                0.99936,                0.99988,                  0.995,                0.98291,                0.20467,                0.26968,                 0.7703,             0.00097901,             0.00097901,             0.00097901
                     15,                 0.1521,                0.23738,                0.76794,                0.99878,                 0.9981,                0.99499,                0.98527,                0.18761,                0.26178,                0.76743,             0.00096801,             0.00096801,             0.00096801
                     16,                0.17051,                0.24564,                0.76835,                0.95388,                0.96001,                0.98413,                0.97866,                0.17636,                0.32589,                0.76724,             0.00095702,             0.00095702,             0.00095702
                     17,                0.14796,                0.25519,                0.76364,                0.99323,                0.99516,                0.99484,                0.98515,                0.18424,                0.25738,                0.76816,             0.00094602,             0.00094602,             0.00094602
                     18,                0.14658,                 0.2247,                0.76497,                0.96617,                0.97001,                0.99025,                0.98031,                0.21069,                 0.3154,                 0.7719,             0.00093502,             0.00093502,             0.00093502
                      1,                 1.0409,                 3.3532,                 1.1476,                0.04867,                  0.951,                0.25167,                0.19519,                0.75433,                    inf,                0.87632,             0.00015554,             0.00015554,             0.00015554
                      2,                 0.4433,                 1.6101,                0.85251,                0.57188,                0.48693,                0.56952,                0.49458,                0.48969,                 2.2859,                0.82526,               0.000319,               0.000319,               0.000319
                      3,                0.27423,                 0.6911,                0.80613,                0.89624,                0.67494,                0.86875,                0.79298,                0.41939,                 1.8112,                0.81123,             0.00047916,             0.00047916,             0.00047916
                      4,                0.23378,                0.47066,                0.78092,                0.91772,                0.81929,                0.92596,                0.86271,                0.38247,                 1.2995,                0.80337,             0.00063602,             0.00063602,             0.00063602
                      5,                0.20924,                0.39251,                0.77739,                0.88078,                0.87558,                0.95235,                0.89872,                0.34168,                 1.0161,                0.79933,             0.00078958,             0.00078958,             0.00078958
                      6,                0.24133,                0.37837,                0.78116,                0.90804,                0.91738,                0.95632,                0.92021,                0.29831,                0.98486,                0.78318,             0.00093984,             0.00093984,             0.00093984
                      7,                0.23856,                0.38698,                0.77966,                0.79257,                 0.8508,                0.84865,                0.80578,                0.29241,                 1.2459,                0.78231,               0.001045,               0.001045,               0.001045
                      8,                0.20717,                0.37826,                0.77467,                0.80846,                0.84777,                0.87403,                0.83217,                0.31431,                0.98557,                 0.7864,               0.001045,               0.001045,               0.001045
                      9,                0.23454,                0.34903,                0.77559,                0.96041,                0.97303,                0.98959,                0.95004,                0.29025,                0.62959,                0.77992,               0.001034,               0.001034,               0.001034
                     10,                0.21437,                0.34373,                0.77885,                0.81507,                0.72968,                  0.837,                0.79647,                 0.3296,                 1.2502,                0.79591,               0.001023,               0.001023,               0.001023
                     11,                 0.1826,                0.30614,                0.76986,                0.96377,                0.97916,                 0.9905,                0.95768,                0.27567,                0.55137,                0.78413,               0.001012,               0.001012,               0.001012
                     12,                0.18167,                0.27951,                0.77069,                0.98223,                0.98676,                0.99286,                0.97208,                0.23114,                0.38139,                0.77578,               0.001001,               0.001001,               0.001001
                     13,                0.17599,                0.26482,                0.77364,                0.99612,                0.99964,                0.99472,                0.98535,                0.18999,                0.30146,                 0.7693,             0.00099001,             0.00099001,             0.00099001
                     14,                0.16172,                0.24291,                0.76682,                0.99936,                0.99988,                  0.995,                0.98291,                0.20467,                0.26968,                 0.7703,             0.00097901,             0.00097901,             0.00097901
                     15,                 0.1521,                0.23738,                0.76794,                0.99878,                 0.9981,                0.99499,                0.98527,                0.18761,                0.26178,                0.76743,             0.00096801,             0.00096801,             0.00096801
                     16,                0.17051,                0.24564,                0.76835,                0.95388,                0.96001,                0.98413,                0.97866,                0.17636,                0.32589,                0.76724,             0.00095702,             0.00095702,             0.00095702
                     17,                0.14796,                0.25519,                0.76364,                0.99323,                0.99516,                0.99484,                0.98515,                0.18424,                0.25738,                0.76816,             0.00094602,             0.00094602,             0.00094602
                     18,                0.14658,                 0.2247,                0.76497,                0.96617,                0.97001,                0.99025,                0.98031,                0.21069,                 0.3154,                 0.7719,             0.00093502,             0.00093502,             0.00093502
                     19,                0.15749,                0.23523,                0.77014,                0.94693,                0.94317,                0.95431,                0.94431,                0.20392,                 0.4177,                0.76912,             0.00092402,             0.00092402,             0.00092402
                     20,                0.14945,                0.22732,                0.76402,                0.96536,                0.97148,                0.97937,                 0.9653,                0.21346,                0.31139,                0.77032,             0.00091302,             0.00091302,             0.00091302
                     21,                0.16128,                 0.2152,                0.76425,                0.97645,                0.97367,                0.99012,                0.98096,                0.20329,                 0.2845,                0.77187,             0.00090202,             0.00090202,             0.00090202
                     22,                0.15552,                0.20922,                0.76685,                0.91016,                0.93703,                0.93707,                 0.9269,                0.20171,                0.55514,                0.77272,             0.00089102,             0.00089102,             0.00089102
                     23,                0.13815,                0.18951,                0.76534,                0.99875,                0.99752,                  0.995,                0.99132,                0.16081,                0.22144,                0.76608,             0.00088002,             0.00088002,             0.00088002
                     24,                0.13977,                0.18203,                0.76721,                0.99967,                0.99861,                  0.995,                0.99161,                0.15367,                0.19306,                0.76423,             0.00086902,             0.00086902,             0.00086902
                     25,                0.13821,                0.17751,                0.76419,                 0.9997,                0.99858,                  0.995,                0.99185,                0.16602,                0.18821,                0.76512,             0.00085803,             0.00085803,             0.00085803
                     26,                0.13725,                0.17801,                0.76116,                0.99949,                0.99902,                  0.995,                0.99269,                 0.1683,                0.18417,                0.76498,             0.00084703,             0.00084703,             0.00084703
                     27,                0.13612,                0.18029,                0.76122,                0.99911,                0.99874,                  0.995,                0.98642,                0.17352,                0.18721,                0.76652,             0.00083603,             0.00083603,             0.00083603
                     28,                0.13636,                0.17616,                0.76548,                0.99933,                0.99864,                  0.995,                0.99325,                0.15067,                0.18303,                 0.7628,             0.00082503,             0.00082503,             0.00082503
                     29,                0.12706,                 0.1784,                0.76178,                0.99815,                0.99604,                  0.995,                0.99364,                0.14535,                0.18272,                 0.7632,             0.00081403,             0.00081403,             0.00081403
                     30,                0.12069,                0.17037,                0.76553,                0.98849,                0.98676,                0.99382,                0.99139,                0.14857,                0.19437,                0.76325,             0.00080303,             0.00080303,             0.00080303
                     31,                0.12132,                0.16339,                0.76234,                0.99941,                0.99887,                  0.995,                0.99393,                 0.1404,                0.17131,                0.76262,             0.00079203,             0.00079203,             0.00079203
                     32,                0.11334,                0.15225,                0.76397,                0.99968,                 0.9998,                  0.995,                0.99399,                0.13745,                0.16314,                0.76168,             0.00078103,             0.00078103,             0.00078103
                     33,                0.10913,                0.14704,                0.76282,                0.99974,                0.99989,                  0.995,                0.99416,                0.13607,                0.15777,                0.76144,             0.00077003,             0.00077003,             0.00077003
                     34,                0.10483,                0.14095,                0.76346,                0.99969,                0.99965,                  0.995,                0.99123,                0.15893,                0.15838,                0.76387,             0.00075904,             0.00075904,             0.00075904
                     35,                0.11547,                0.14188,                0.76241,                0.99982,                0.99942,                  0.995,                 0.9928,                0.14357,                0.15719,                0.76184,             0.00074804,             0.00074804,             0.00074804
                     36,                0.10926,                0.14065,                0.76173,                 0.9997,                 0.9993,                  0.995,                0.99382,                0.13363,                0.15108,                0.76129,             0.00073704,             0.00073704,             0.00073704
                     37,                0.10176,                0.13437,                 0.7592,                0.99969,                0.99929,                  0.995,                 0.9943,                0.13398,                0.15037,                0.76114,             0.00072604,             0.00072604,             0.00072604
                     38,                0.10145,                0.13364,                0.75732,                0.99981,                0.99938,                  0.995,                0.99331,                0.12747,                0.14626,                0.76068,             0.00071504,             0.00071504,             0.00071504
                     39,                 0.1023,                0.13266,                0.75978,                0.99943,                0.99996,                  0.995,                0.99435,                 0.1236,                0.14032,                 0.7607,             0.00070404,             0.00070404,             0.00070404
                     40,                0.09672,                0.12758,                0.76004,                0.99972,                0.99902,                  0.995,                0.99439,                 0.1254,                0.14255,                0.76034,             0.00069304,             0.00069304,             0.00069304
                     41,                0.09205,                0.12345,                0.75923,                0.99977,                0.99927,                  0.995,                0.99328,                 0.1321,                 0.1487,                0.76054,             0.00068204,             0.00068204,             0.00068204
                     42,                0.09889,                0.12938,                0.75917,                 0.9995,                0.99935,                  0.995,                0.99344,                0.12976,                0.14285,                0.76112,             0.00067104,             0.00067104,             0.00067104
                     43,                0.08934,                0.11997,                0.75989,                0.99971,                0.99964,                  0.995,                0.99405,                0.11639,                0.13713,                0.76007,             0.00066005,             0.00066005,             0.00066005
                     44,                0.09166,                0.11952,                0.76151,                0.99935,                  0.999,                  0.995,                0.99348,                0.12432,                0.13816,                0.76021,             0.00064905,             0.00064905,             0.00064905
                     45,                0.09397,                0.11905,                 0.7595,                0.99933,                0.99914,                  0.995,                0.99424,                0.12465,                0.14023,                 0.7603,             0.00063805,             0.00063805,             0.00063805
                     46,                0.08836,                0.12063,                0.75845,                 0.9992,                0.99987,                  0.995,                0.99478,                0.12442,                0.13812,                0.76033,             0.00062705,             0.00062705,             0.00062705
                     47,                 0.0902,                0.13633,                0.76034,                0.95109,                0.98079,                0.97918,                0.97689,                0.13915,                0.26869,                0.76394,             0.00061605,             0.00061605,             0.00061605
                     48,                0.10143,                0.13556,                0.75795,                0.99536,                0.99698,                0.99449,                0.99274,                0.14451,                 0.1619,                0.76358,             0.00060505,             0.00060505,             0.00060505
                     49,                0.09845,                0.12485,                0.75894,                0.99975,                      1,                  0.995,                0.99367,                0.12935,                0.14225,                  0.761,             0.00059405,             0.00059405,             0.00059405
                     50,                0.09306,                0.11914,                0.75779,                0.99979,                      1,                  0.995,                0.99405,                0.13808,                0.13978,                 0.7611,             0.00058305,             0.00058305,             0.00058305
                     51,                0.10438,                0.12595,                0.75971,                0.99974,                 0.9997,                  0.995,                 0.9935,                0.14263,                0.15131,                0.76226,             0.00057205,             0.00057205,             0.00057205
